name,category,slot,use,set,tier,craft_role,crafting,resource_info,mining_info,theme,pack,slug,url
"Miner's Pickaxe","tool","tool","Mining tool — faster ore harvest.","Miner","rare","craftable recipe (rare)","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","Mining tool — boosts dig speed & ore yield.","Fantasy Set — Rare","fantasy-rare","miners-pickaxe","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/miners-pickaxe.png"
"Drill Bit","tool","tool","Mining tool — faster ore harvest.","Ember","rare","craftable recipe (rare)","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","Mining tool — boosts dig speed & ore yield.","Fantasy Set — Rare","fantasy-rare","drill-bit","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/drill-bit.png"
"Forge Hammer","tool","tool","Hammer — smithing + heavy melee.","Crystal","rare","craftable recipe (rare)","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","Mining tool — boosts dig speed & ore yield.","Fantasy Set — Rare","fantasy-rare","forge-hammer","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/forge-hammer.png"
"Stoneblade Sword","weapon","weapon","Melee weapon — close-quarters strikes.","Dwarven","rare","craftable recipe (rare)","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","stoneblade-sword","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/stoneblade-sword.png"
"Repeater Crossbow","weapon","weapon","Ranged weapon — silent bolts.","Shadow","rare","craftable recipe (rare)","Crafted at a Crafting Bench from refined alloy + components (rare recipe).","—","—","Fantasy Set — Rare","fantasy-rare","repeater-crossbow","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-rare/repeater-crossbow.png"
"Dwarven Gauntlets","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Dwarven","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","dwarven-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/dwarven-gauntlets.png"
"Geode Crushers","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Runic","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","geode-crushers","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/geode-crushers.png"
"Magma Fists","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Magma","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","magma-fists","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/magma-fists.png"
"Crystal Grips","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Crystal","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","crystal-grips","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/crystal-grips.png"
"Aurum Handguards","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Aurum","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","aurum-handguards","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/aurum-handguards.png"
"Stoneplate Armor","set-piece","chest","Chest set-piece — raises armor & max health.","Dwarven","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","stoneplate-armor","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/stoneplate-armor.png"
"Gemforged Plate","set-piece","chest","Chest set-piece — raises armor & max health.","Runic","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","Mineable deposit — drops raw resources when mined.","Fantasy Set — Epic","fantasy-epic","gemforged-plate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/gemforged-plate.png"
"Magma Core Mail","set-piece","chest","Chest set-piece — powered plate adds an energy shield.","Magma","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","Mineable deposit — drops raw resources when mined.","Fantasy Set — Epic","fantasy-epic","magma-core-mail","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/magma-core-mail.png"
"Crystal Aegis","set-piece","chest","Chest set-piece — raises armor & max health.","Crystal","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","crystal-aegis","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/crystal-aegis.png"
"Aurum Carapace","set-piece","chest","Chest set-piece — raises armor & max health.","Aurum","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","aurum-carapace","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/aurum-carapace.png"
"Dwarven Helm","set-piece","head","Head set-piece — improves detection & resists headshots.","Dwarven","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","dwarven-helm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/dwarven-helm.png"
"Runic Helm","set-piece","head","Head set-piece — improves detection & resists headshots.","Runic","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","runic-helm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/runic-helm.png"
"Magma Helm","set-piece","head","Head set-piece — improves detection & resists headshots.","Magma","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","magma-helm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/magma-helm.png"
"Crystal Crown","set-piece","head","Head set-piece — commander aura buffs nearby allies.","Crystal","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","crystal-crown","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/crystal-crown.png"
"Aurum Helm","set-piece","head","Head set-piece — improves detection & resists headshots.","Aurum","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","aurum-helm","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/aurum-helm.png"
"Stone Stompers","set-piece","feet","Feet set-piece — surface grip — stability on any terrain.","Dwarven","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","stone-stompers","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/stone-stompers.png"
"Runic Striders","set-piece","feet","Feet set-piece — grants leap / hover / dash mobility.","Runic","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","runic-striders","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/runic-striders.png"
"Magma Greaves","set-piece","feet","Feet set-piece — surface grip — stability on any terrain.","Magma","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","magma-greaves","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/magma-greaves.png"
"Crystal Treads","set-piece","feet","Feet set-piece — increases movement speed.","Crystal","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","crystal-treads","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/crystal-treads.png"
"Aurum Sabatons","set-piece","feet","Feet set-piece — increases movement speed.","Aurum","epic","set piece (epic) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","aurum-sabatons","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/aurum-sabatons.png"
"Titan Pickaxe","tool","tool","Mining tool — faster ore harvest.","Dwarven","epic","craftable recipe (epic)","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","Mining tool — boosts dig speed & ore yield.","Fantasy Set — Epic","fantasy-epic","titan-pickaxe","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/titan-pickaxe.png"
"Deepcore Drill","tool","tool","Mining tool — faster ore harvest.","Runic","epic","craftable recipe (epic)","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","Mining tool — boosts dig speed & ore yield.","Fantasy Set — Epic","fantasy-epic","deepcore-drill","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/deepcore-drill.png"
"Earthshaker Hammer","tool","tool","Hammer — smithing + heavy melee.","Magma","epic","craftable recipe (epic)","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","Mining tool — boosts dig speed & ore yield.","Fantasy Set — Epic","fantasy-epic","earthshaker-hammer","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/earthshaker-hammer.png"
"Crystal Edge","weapon","weapon","Melee weapon — close-quarters strikes.","Crystal","epic","craftable recipe (epic)","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","crystal-edge","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/crystal-edge.png"
"Arcanite Crossbow","weapon","weapon","Ranged weapon — silent bolts.","Aurum","epic","craftable recipe (epic)","Crafted at a Crafting Bench from refined alloy + components (epic recipe).","—","—","Fantasy Set — Epic","fantasy-epic","arcanite-crossbow","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-epic/arcanite-crossbow.png"
"Ember Gauntlets","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Molten","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Fantasy Set — Legendary","fantasy-legendary","ember-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-legendary/ember-gauntlets.png"
"Gilded Crushers","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Gilded","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Fantasy Set — Legendary","fantasy-legendary","gilded-crushers","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-legendary/gilded-crushers.png"
"Void Grips","set-piece","hand","Hand set-piece — adds an energized melee strike.","Void","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Fantasy Set — Legendary","fantasy-legendary","void-grips","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-legendary/void-grips.png"
"Frostbound Mitts","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Frost","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Fantasy Set — Legendary","fantasy-legendary","frostbound-mitts","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-legendary/frostbound-mitts.png"
"Stormclad Gauntlets","set-piece","hand","Hand set-piece — boosts attack speed & tool handling.","Storm","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Fantasy Set — Legendary","fantasy-legendary","stormclad-gauntlets","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-legendary/stormclad-gauntlets.png"
"Molten Plate","set-piece","chest","Chest set-piece — raises armor & max health.","Molten","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Fantasy Set — Legendary","fantasy-legendary","molten-plate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-legendary/molten-plate.png"
"Auric Chestplate","set-piece","chest","Chest set-piece — raises armor & max health.","Gilded","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Fantasy Set — Legendary","fantasy-legendary","auric-chestplate","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-legendary/auric-chestplate.png"
"Obsidian Carapace","set-piece","chest","Chest set-piece — raises armor & max health.","Void","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Fantasy Set — Legendary","fantasy-legendary","obsidian-carapace","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-legendary/obsidian-carapace.png"
"Glacial Armor","set-piece","chest","Chest set-piece — raises armor & max health.","Frost","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Fantasy Set — Legendary","fantasy-legendary","glacial-armor","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-legendary/glacial-armor.png"
"Thunder Aegis","set-piece","chest","Chest set-piece — raises armor & max health.","Storm","legendary","set piece (legendary) — upgrades gear","Crafted at a Crafting Bench from refined alloy + components (legendary recipe).","—","—","Fantasy Set — Legendary","fantasy-legendary","thunder-aegis","https://9afbd236-7d37-4308-a43c-ac6aaeefcf0c-00-1ds7vdxuwq1ua.kirk.replit.dev/assets/ui/icons/fantasy-legendary/thunder-aegis.png"
